household_id,house_size,sqft,occupants,owns_PhoneCharging,owns_Radio,owns_TV,owns_IronBox,owns_ElectricKettle,owns_Fridge,owns_Microwave,owns_WashingMachine,owns_Laptop,owns_DeepFreezer,owns_Fan,owns_WaterHeater,monthly_consumption_kwh,monthly_bill_kes
H16054,Studio,355.0,2,1,0,1,1,0,0,0,1,0,0.0,0,1,127.42,3107
H16055,3+ Beds,1239.0,7,1,1,1,1,0,0,0,1,0,0.0,1,0,143.25,3549
H16056,1 Bed,672.0,3,1,0,1,1,1,0,0,0,1,0.0,0,0,104.06,2455
H16057,3+ Beds,1097.0,4,1,0,0,1,1,1,1,0,0,0.0,0,1,200.1,5137
H16058,1 Bed,,3,1,1,1,1,1,0,0,0,0,0.0,0,0,87.49,2030
H16059,3+ Beds,1240.0,6,1,0,1,1,0,0,0,0,0,0.0,1,1,160.78,4039
H16060,Studio,415.0,2,1,1,1,1,1,0,1,0,0,0.0,0,0,91.29,2125
H16061,1 Bed,639.0,3,1,0,0,1,1,0,0,0,0,0.0,0,0,67.52,1533
H16062,3+ Beds,1259.0,4,1,1,1,1,0,0,0,1,0,0.0,0,1,130.6,3196
H16063,Studio,392.0,2,1,0,1,1,1,0,0,0,1,0.0,1,0,84.44,1954
H16064,3+ Beds,1216.0,7,1,1,1,0,1,0,0,0,0,0.0,1,1,193.27,4947
H16065,1 Bed,690.0,1,1,1,1,1,1,0,1,0,1,0.0,0,0,75.56,1733
H16066,1 Bed,660.0,3,1,1,1,1,1,0,0,0,0,0.0,0,0,81.23,1874
H16067,1 Bed,635.0,2,1,0,1,1,1,0,1,0,0,0.0,0,0,82.55,1907
H16068,1 Bed,658.0,1,1,1,0,1,1,1,1,0,0,0.0,0,0,109.1,2596
H16069,3+ Beds,1219.0,5,1,1,1,1,1,1,0,0,0,0.0,1,0,194.13,4971
H16070,1 Bed,681.0,1,1,0,1,0,0,0,1,1,1,0.0,0,0,81.25,1875
H16071,Studio,515.0,2,1,0,0,1,0,1,0,0,1,0.0,1,0,105.03,2482
H16072,2 Beds,840.0,5,1,1,1,1,0,0,0,0,0,0.0,1,0,103.57,2441
H16073,1 Bed,647.0,2,0,1,1,1,0,1,0,0,1,0.0,1,1,138.03,3404
H16074,2 Beds,894.0,4,1,1,1,1,0,0,1,0,0,0.0,0,0,75.52,1732
H16075,2 Beds,963.0,5,1,0,0,1,0,0,0,0,0,0.0,0,1,145.25,3605
H16076,1 Bed,602.0,2,1,0,1,1,0,0,0,1,1,1.0,0,0,147.84,3678
H16077,Studio,519.0,2,1,1,1,1,0,0,0,0,1,0.0,1,0,104.33,2462
H16078,2 Beds,866.0,4,1,1,1,0,0,0,0,0,0,0.0,0,0,71.49,1632
H16079,3+ Beds,1167.0,6,1,1,1,1,1,1,0,0,0,1.0,0,0,250.46,6544
H16080,2 Beds,844.0,3,1,1,1,1,0,1,0,0,1,1.0,1,0,175.96,4463
H16081,3+ Beds,1192.0,3,1,1,0,1,1,0,1,0,0,0.0,1,0,89.98,2092
H16082,1 Bed,630.0,3,1,1,0,1,0,1,0,0,1,1.0,0,0,155.92,3903
H16083,1 Bed,653.0,2,1,0,0,1,0,1,1,0,1,0.0,0,0,94.55,2206
H16084,1 Bed,642.0,2,1,1,1,1,0,1,0,0,0,0.0,1,0,144.89,3595
H16085,2 Beds,927.0,4,1,0,0,1,0,0,0,0,0,0.0,1,0,75.25,1726
H16086,3+ Beds,1216.0,6,1,1,0,1,0,1,0,0,0,0.0,0,0,146.02,3627
H16087,1 Bed,551.0,1,1,1,1,1,0,1,0,0,1,1.0,0,0,155.47,3891
H16088,3+ Beds,1246.0,6,1,1,1,1,0,0,1,1,1,0.0,0,0,154.19,3855
H16089,2 Beds,900.0,5,1,0,1,0,0,0,0,0,0,0.0,0,0,72.39,1654
H16090,1 Bed,647.0,1,1,1,0,1,0,1,0,0,0,0.0,1,1,140.71,3478
H16091,3+ Beds,1178.0,3,1,0,0,1,0,1,0,0,0,0.0,0,1,192.22,4917
H16092,1 Bed,685.0,1,1,1,1,0,0,0,0,1,0,0.0,0,0,52.96,1171
H16093,Studio,435.0,2,1,0,0,0,0,0,1,0,1,0.0,1,0,38.34,807
H16094,2 Beds,943.0,2,1,1,0,1,0,1,0,0,0,,0,0,109.72,2613
H16095,1 Bed,603.0,1,1,1,1,1,1,1,0,0,0,0.0,0,0,98.45,2303
H16096,2 Beds,964.0,4,1,0,1,1,1,0,0,0,1,0.0,0,1,170.85,4320
H16097,3+ Beds,1251.0,5,1,1,0,1,1,1,0,1,1,0.0,0,1,195.65,5013
H16098,1 Bed,600.0,2,1,1,1,1,1,1,0,0,0,0.0,1,0,134.85,3315
H16099,2 Beds,931.0,5,1,0,1,1,0,1,1,0,1,0.0,0,0,156.54,3921
H16100,2 Beds,877.0,2,1,0,1,1,0,1,0,0,0,1.0,1,0,190.01,4856
H16101,1 Bed,600.0,2,1,1,1,1,1,0,0,1,0,1.0,1,1,194.6,4984
H16102,2 Beds,879.0,5,1,1,1,1,1,0,1,0,0,0.0,0,0,116.63,2806
H16103,1 Bed,654.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,86.18,1997
H16104,3+ Beds,1172.0,6,1,0,1,1,0,1,0,1,0,0.0,1,1,226.89,5886
H16105,3+ Beds,1219.0,7,1,0,0,1,1,1,1,0,0,0.0,0,0,189.68,4846
H16106,2 Beds,,2,1,1,1,1,1,0,1,0,0,1.0,0,0,124.42,3023
H16107,1 Bed,591.0,2,1,1,0,1,1,0,1,0,0,0.0,1,0,63.9,1443
H16108,Studio,370.0,1,1,0,0,1,0,1,1,0,1,0.0,1,1,163.34,4111
H16109,1 Bed,646.0,1,1,0,1,1,0,1,1,0,1,0.0,0,0,126.61,3085
H16110,2 Beds,906.0,4,1,0,1,1,0,1,1,1,0,0.0,0,0,144.53,3585
H16111,2 Beds,902.0,3,1,1,1,1,1,0,0,1,0,0.0,0,0,83.91,1941
H16112,Studio,478.0,2,1,1,1,1,1,1,0,0,1,0.0,1,0,131.1,3210
H16113,2 Beds,922.0,2,1,0,1,1,0,1,0,0,0,,0,0,96.29,2249
H16114,1 Bed,571.0,1,1,1,1,1,0,1,0,0,1,0.0,1,0,104.84,2477
H16115,3+ Beds,1198.0,4,1,0,0,1,0,0,0,0,0,0.0,0,0,95.1,2219
H16116,1 Bed,614.0,1,1,1,1,1,1,0,1,0,0,1.0,0,1,207.64,5348
H16117,1 Bed,,3,1,1,0,1,1,0,0,1,1,0.0,0,1,127.66,3114
H16118,2 Beds,842.0,2,1,0,1,1,0,0,0,0,0,0.0,1,0,80.08,1846
H16119,1 Bed,668.0,2,1,1,1,1,1,1,1,0,1,0.0,1,0,131.2,3213
H16120,2 Beds,892.0,5,1,0,1,1,0,0,1,0,1,0.0,1,0,110.34,2630
H16121,2 Beds,873.0,4,1,1,1,1,1,1,0,0,0,0.0,1,0,160.06,4019
H16122,Studio,390.0,1,1,1,1,0,0,1,0,0,0,0.0,0,0,79.47,1831
H16123,3+ Beds,1262.0,5,1,0,1,1,0,0,0,0,1,0.0,0,0,121.6,2945
H16124,3+ Beds,1234.0,4,1,0,1,1,1,0,0,0,0,0.0,0,0,121.64,2946
H16125,Studio,472.0,1,1,0,1,1,1,1,0,0,1,0.0,0,0,87.95,2042
H16126,1 Bed,619.0,3,1,1,1,1,1,0,0,0,1,0.0,1,1,135.65,3337
H16127,2 Beds,861.0,3,1,0,1,1,1,1,1,1,0,0.0,1,0,138.3,3411
H16128,Studio,508.0,2,1,1,0,0,0,0,1,0,0,0.0,0,0,31.34,633
H16129,1 Bed,628.0,1,1,0,1,1,1,1,0,0,1,0.0,1,1,149.92,3736
H16130,Studio,482.0,2,1,0,0,1,1,1,0,0,1,0.0,0,1,136.92,3373
H16131,2 Beds,978.0,3,1,0,1,1,1,0,1,1,1,0.0,1,0,101.13,2373
H16132,1 Bed,581.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,92.76,2161
H16133,3+ Beds,1145.0,4,1,1,1,0,0,0,0,0,0,0.0,0,0,80.48,1856
H16134,3+ Beds,1215.0,4,1,1,1,1,1,0,0,1,0,1.0,0,0,165.27,4165
H16135,1 Bed,583.0,3,1,1,1,1,0,1,0,0,0,,1,0,198.44,5091
H16136,2 Beds,884.0,5,1,0,1,1,1,1,0,0,1,0.0,1,1,201.15,5167
H16137,3+ Beds,1177.0,4,1,0,1,1,1,1,1,0,0,0.0,0,0,142.91,3540
H16138,Studio,484.0,2,1,0,1,1,1,1,0,0,1,0.0,1,1,164.1,4132
H16139,2 Beds,845.0,3,1,1,1,1,1,1,0,0,0,0.0,1,0,136.29,3355
H16140,Studio,455.0,2,1,0,1,1,1,0,0,0,0,0.0,0,0,78.94,1817
H16141,1 Bed,674.0,2,1,1,1,1,0,0,0,0,1,0.0,1,0,72.03,1645
H16142,1 Bed,604.0,2,1,0,1,1,1,1,0,0,0,1.0,0,0,152.49,3808
H16143,Studio,407.0,2,1,0,1,0,1,0,1,0,0,0.0,0,0,55.53,1235
H16144,1 Bed,688.0,3,1,0,1,0,1,1,1,0,0,0.0,0,0,118.24,2851
H16145,1 Bed,681.0,1,1,1,0,1,1,1,0,0,1,0.0,0,0,112.77,2698
H16146,Studio,386.0,1,1,0,1,0,1,0,1,0,1,0.0,1,0,65.58,1485
H16147,2 Beds,838.0,2,1,0,0,1,1,0,1,0,0,0.0,1,0,75.76,1738
H16148,1 Bed,717.0,1,1,1,1,1,1,0,1,0,0,0.0,0,0,63.54,1434
H16149,1 Bed,655.0,2,1,1,1,1,1,0,0,0,0,1.0,1,0,172.17,4357
H16150,3+ Beds,1174.0,5,1,1,1,1,1,1,0,0,1,1.0,0,0,227.58,5905
H16151,1 Bed,652.0,1,1,0,1,1,1,0,0,0,0,0.0,0,0,49.17,1077
H16152,2 Beds,895.0,3,1,0,1,1,0,1,0,1,1,0.0,0,0,144.92,3596
H16153,Studio,468.0,2,1,1,1,1,1,1,0,0,0,0.0,1,0,129.44,3164
H16154,3+ Beds,,6,1,0,1,1,1,1,0,0,1,1.0,1,0,262.49,6880
H16155,2 Beds,956.0,2,0,0,0,1,0,0,1,0,0,0.0,0,0,47.15,1026
H16156,1 Bed,621.0,3,1,1,1,0,0,1,0,0,1,0.0,0,0,114.31,2741
H16157,2 Beds,879.0,3,1,0,1,1,1,1,0,0,0,0.0,1,0,153.38,3832
H16158,2 Beds,885.0,5,1,0,0,0,0,1,0,0,0,0.0,0,0,133.75,3284
H16159,1 Bed,715.0,1,1,0,1,1,0,1,0,0,0,0.0,0,1,131.33,3216
H16160,1 Bed,694.0,1,1,1,1,1,0,0,1,0,1,1.0,0,0,163.75,4122
H16161,Studio,373.0,1,1,0,1,1,0,0,1,0,0,1.0,0,0,128.24,3130
H16162,2 Beds,882.0,4,1,1,1,1,0,1,0,0,1,0.0,1,0,160.66,4036
H16163,Studio,429.0,2,1,1,1,1,0,1,1,0,1,0.0,0,0,111.74,2669
H16164,Studio,496.0,1,1,0,0,1,0,1,0,0,1,0.0,1,0,110.35,2630
H16165,2 Beds,948.0,2,1,0,1,0,1,1,0,0,0,0.0,1,0,110.39,2632
H16166,3+ Beds,1179.0,7,1,1,1,1,1,1,0,0,1,0.0,1,0,207.88,5355
H16167,3+ Beds,1159.0,6,1,1,1,1,0,1,1,0,0,0.0,0,0,164.64,4147
H16168,1 Bed,655.0,3,1,0,1,0,0,0,0,0,0,1.0,0,1,181.66,4622
H16169,3+ Beds,,3,1,1,1,0,1,1,0,0,0,0.0,1,0,142.14,3518
H16170,1 Bed,659.0,3,1,0,1,1,1,0,0,0,0,0.0,1,1,112.57,2692
H16171,1 Bed,603.0,2,1,1,1,1,1,1,0,0,1,,0,1,163.01,4101
H16172,1 Bed,639.0,2,1,1,1,1,1,1,1,0,0,0.0,0,0,126.45,3080
H16173,2 Beds,922.0,5,1,0,1,1,0,1,0,1,1,0.0,0,0,173.2,4386
H16174,2 Beds,913.0,5,1,0,0,0,1,1,1,0,0,0.0,0,0,155.75,3899
H16175,3+ Beds,1222.0,3,1,1,1,1,0,1,0,1,0,0.0,0,1,198.98,5106
H16176,1 Bed,615.0,3,1,0,1,1,0,1,0,0,0,0.0,0,0,113.39,2715
H16177,1 Bed,632.0,3,1,1,1,1,1,0,0,0,0,0.0,0,0,73.79,1689
H16178,1 Bed,653.0,2,1,0,1,0,1,0,0,0,0,0.0,1,0,73.39,1679
H16179,1 Bed,530.0,2,1,0,1,1,1,0,0,0,0,0.0,0,0,86.74,2011
H16180,2 Beds,888.0,2,1,0,1,1,0,0,0,0,1,0.0,1,0,87.32,2026
H16181,1 Bed,670.0,2,1,1,1,1,0,0,0,0,0,0.0,0,0,71.7,1637
H16182,1 Bed,666.0,1,1,0,1,1,0,0,0,0,0,0.0,0,0,46.27,1004
H16183,Studio,431.0,1,1,1,1,1,1,1,0,0,0,1.0,0,0,137.04,3376
H16184,2 Beds,892.0,2,1,0,1,1,0,0,0,0,0,0.0,1,0,92.28,2149
H16185,1 Bed,678.0,2,1,1,1,1,0,0,0,0,1,0.0,0,1,112.42,2688
H16186,2 Beds,894.0,2,1,1,1,1,0,1,1,0,0,0.0,1,0,172.36,4363
H16187,1 Bed,589.0,1,1,1,1,1,0,1,1,0,1,0.0,1,0,127.64,3113
H16188,1 Bed,667.0,3,1,1,0,1,1,1,1,0,1,0.0,0,0,136.89,3372
H16189,3+ Beds,1131.0,7,1,0,1,1,1,0,1,0,0,0.0,1,0,142.07,3516
H16190,2 Beds,865.0,3,1,1,1,1,1,1,1,0,0,0.0,0,0,164.1,4132
H16191,1 Bed,733.0,3,1,1,0,1,0,1,1,0,1,1.0,0,0,159.38,4000
H16192,Studio,462.0,2,1,0,1,1,0,1,0,0,1,0.0,0,0,121.44,2940
H16193,2 Beds,933.0,3,1,1,1,1,0,1,0,1,0,0.0,0,0,125.25,3047
H16194,3+ Beds,1223.0,4,1,0,0,0,0,0,0,0,1,0.0,0,1,136.63,3365
H16195,1 Bed,681.0,1,1,1,0,1,1,1,0,0,1,0.0,1,0,101.07,2371
H16196,2 Beds,,3,1,1,1,1,1,0,1,0,0,0.0,0,0,105.08,2483
H16197,2 Beds,932.0,5,1,1,0,1,0,1,0,1,0,0.0,1,0,122.9,2981
H16198,3+ Beds,1204.0,5,1,0,1,1,1,1,0,0,0,0.0,0,0,147.29,3662
H16199,1 Bed,615.0,2,1,1,1,1,1,0,1,0,1,1.0,0,0,155.42,3889
H16200,Studio,464.0,1,1,1,1,0,0,0,1,1,1,0.0,0,0,49.71,1090
H16201,Studio,455.0,1,1,0,1,1,0,0,0,0,0,0.0,0,1,83.05,1920
H16202,3+ Beds,1236.0,3,1,0,1,1,0,0,0,0,1,0.0,1,0,107.72,2557
H16203,1 Bed,697.0,2,1,0,1,1,0,0,1,1,1,0.0,0,1,126.77,3089
H16204,2 Beds,957.0,2,1,0,1,1,1,1,0,0,1,1.0,0,0,207.46,5343
H16205,2 Beds,,3,1,0,1,1,0,1,0,0,0,0.0,1,0,139.38,3441
H16206,3+ Beds,1213.0,7,1,1,0,1,1,1,0,0,0,0.0,1,0,197.78,5073
H16207,1 Bed,720.0,1,1,0,1,1,1,1,0,0,0,0.0,0,1,128.31,3132
H16208,1 Bed,629.0,3,1,1,1,1,0,1,1,1,1,0.0,0,1,161.16,4050
H16209,3+ Beds,1173.0,4,1,1,1,1,1,0,0,0,1,1.0,0,1,195.17,5000
H16210,2 Beds,881.0,5,1,0,1,1,0,1,1,0,0,0.0,0,0,164.46,4142
H16211,3+ Beds,,6,1,0,0,1,0,1,1,0,0,1.0,0,1,273.46,7187
H16212,2 Beds,868.0,3,1,0,1,1,0,1,0,0,1,0.0,0,0,118.19,2849
H16213,2 Beds,964.0,3,1,0,1,1,0,1,0,0,0,0.0,1,0,120.51,2914
H16214,1 Bed,629.0,3,1,1,1,1,0,0,0,0,1,0.0,0,0,86.77,2012
H16215,Studio,455.0,2,1,0,1,0,1,0,0,0,0,0.0,1,0,59.77,1340
H16216,3+ Beds,1159.0,4,1,1,1,0,0,0,1,0,0,0.0,1,1,157.41,3945
H16217,1 Bed,735.0,1,1,0,1,1,0,0,0,0,1,0.0,0,0,89.36,2077
H16218,Studio,409.0,2,1,0,1,1,1,0,0,0,0,0.0,1,0,45.52,986
H16219,2 Beds,848.0,4,1,0,1,1,0,0,0,0,0,0.0,0,0,103.8,2447
H16220,3+ Beds,1238.0,5,1,0,0,0,1,1,0,0,0,0.0,0,0,145.94,3625
H16221,2 Beds,874.0,3,1,0,1,0,1,1,0,0,0,0.0,1,0,127.26,3103
H16222,1 Bed,655.0,2,1,0,1,1,1,0,1,0,1,0.0,1,0,97.45,2278
H16223,1 Bed,714.0,1,1,0,1,0,1,0,1,0,0,0.0,1,0,85.11,1971
H16224,1 Bed,601.0,1,1,0,1,1,1,1,1,0,1,0.0,1,0,92.6,2157
H16225,1 Bed,718.0,3,1,0,0,1,0,0,0,0,0,0.0,0,0,56.21,1252
H16226,2 Beds,879.0,5,1,1,0,0,1,0,0,0,0,1.0,1,0,128.73,3144
H16227,2 Beds,790.0,2,1,0,1,1,1,0,0,0,1,0.0,0,0,98.85,2313
H16228,1 Bed,655.0,3,1,0,1,0,0,0,0,0,1,0.0,1,0,90.27,2099
H16229,1 Bed,629.0,2,1,0,1,1,1,1,1,0,0,0.0,1,0,129.34,3161
H16230,1 Bed,594.0,1,1,0,1,1,0,0,0,0,1,0.0,1,1,104.22,2459
H16231,1 Bed,748.0,1,0,1,1,1,0,0,1,0,0,,0,0,107.55,2552
H16232,2 Beds,881.0,4,1,1,0,1,1,1,0,0,0,0.0,1,1,206.23,5309
H16233,3+ Beds,1125.0,5,1,0,1,1,0,0,0,0,1,1.0,1,0,196.16,5027
H16234,2 Beds,897.0,4,1,1,1,1,0,1,0,0,1,0.0,1,0,140.74,3479
H16235,3+ Beds,1241.0,6,1,1,1,1,0,1,0,0,0,0.0,1,0,170.22,4303
H16236,3+ Beds,1234.0,6,1,0,1,1,0,1,0,0,0,0.0,0,0,156.45,3918
H16237,3+ Beds,,7,1,0,0,1,1,1,1,1,1,1.0,1,0,229.81,5967
H16238,2 Beds,883.0,5,0,0,1,1,1,0,1,0,0,0.0,0,0,111.76,2670
H16239,1 Bed,638.0,2,1,0,1,1,1,1,0,0,1,1.0,1,0,184.91,4713
H16240,2 Beds,851.0,3,1,1,1,0,1,0,0,0,0,0.0,1,0,89.15,2071
H16241,3+ Beds,1217.0,6,1,1,1,0,1,0,0,0,1,0.0,0,0,134.57,3307
H16242,1 Bed,663.0,2,1,1,0,1,0,1,0,0,1,1.0,1,1,216.51,5596
H16243,1 Bed,705.0,1,1,0,0,1,1,0,1,0,0,1.0,0,0,90.7,2110
H16244,Studio,409.0,2,1,0,1,0,1,1,0,0,1,0.0,0,0,116.45,2801
H16245,3+ Beds,1267.0,6,1,1,1,1,0,0,0,0,0,0.0,0,0,132.42,3247
H16246,2 Beds,947.0,4,1,0,1,1,0,1,1,0,0,0.0,0,0,142.37,3525
H16247,Studio,486.0,2,1,0,1,0,0,1,0,0,0,0.0,1,0,71.54,1633
H16248,1 Bed,641.0,1,1,1,1,1,1,1,0,0,0,0.0,0,0,99.44,2327
H16249,1 Bed,678.0,3,1,1,1,1,1,1,1,0,0,0.0,1,0,150.39,3749
H16250,1 Bed,637.0,3,1,0,1,1,0,1,0,1,1,0.0,0,0,143.54,3558
H16251,1 Bed,690.0,1,1,0,1,1,1,0,0,0,1,0.0,1,0,99.11,2319
H16252,3+ Beds,1199.0,5,1,0,1,0,1,1,0,1,1,0.0,0,0,179.0,4548
H16253,1 Bed,619.0,1,1,1,0,0,0,0,0,0,1,0.0,0,0,24.91,498
H16254,2 Beds,892.0,2,1,0,1,1,1,1,0,1,1,0.0,1,0,146.62,3644
H16255,2 Beds,862.0,2,1,0,1,1,0,1,1,0,0,0.0,1,0,119.73,2892
H16256,2 Beds,929.0,5,1,0,1,1,1,1,0,0,1,1.0,0,0,226.18,5866
H16257,Studio,440.0,2,1,1,1,1,1,0,0,0,0,0.0,0,0,62.44,1407
H16258,1 Bed,616.0,3,1,1,0,1,1,0,0,0,1,0.0,0,0,71.45,1631
H16259,3+ Beds,1298.0,4,1,1,1,1,0,0,1,0,0,0.0,1,1,181.66,4622
H16260,1 Bed,652.0,1,1,1,1,1,0,1,0,0,1,0.0,0,1,192.76,4932
H16261,1 Bed,702.0,2,1,0,1,1,0,0,0,0,1,0.0,0,0,68.58,1560
H16262,2 Beds,876.0,2,1,0,0,1,1,1,0,0,1,0.0,0,0,150.15,3742
H16263,1 Bed,669.0,3,1,1,0,1,1,1,1,0,0,0.0,0,0,123.76,3005
H16264,1 Bed,629.0,2,1,0,1,1,0,0,1,0,1,0.0,1,0,84.47,1955
H16265,3+ Beds,1228.0,6,1,1,1,0,1,1,1,0,0,1.0,0,0,243.85,6359
H16266,Studio,465.0,1,1,1,1,1,1,1,0,0,0,1.0,0,0,200.51,5149
H16267,1 Bed,743.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,94.64,2208
H16268,Studio,360.0,2,1,1,1,0,0,0,0,0,1,1.0,1,0,105.11,2484
H16269,Studio,453.0,2,1,1,1,1,1,1,1,0,1,0.0,0,0,131.0,3207
H16270,3+ Beds,1265.0,6,1,0,1,1,0,1,0,0,0,0.0,0,0,175.81,4459
H16271,2 Beds,826.0,2,1,1,1,1,0,1,0,0,0,0.0,1,0,116.65,2806
H16272,2 Beds,936.0,2,1,1,1,1,1,0,1,0,0,0.0,0,0,101.3,2378
H16273,1 Bed,653.0,2,1,0,1,1,0,0,1,0,0,0.0,1,1,119.77,2894
H16274,2 Beds,916.0,5,1,0,1,1,1,0,0,0,0,0.0,1,0,105.07,2483
H16275,Studio,425.0,1,1,0,0,1,1,0,0,1,0,0.0,0,0,47.26,1029
H16276,1 Bed,631.0,3,1,0,1,1,0,0,1,0,0,1.0,0,1,177.2,4498
H16277,Studio,376.0,1,1,0,1,1,1,1,1,0,0,0.0,1,0,106.74,2530
H16278,3+ Beds,1181.0,4,1,0,1,1,0,1,1,0,1,0.0,1,0,154.38,3860
H16279,1 Bed,639.0,2,1,1,1,1,0,0,0,0,0,0.0,0,1,113.04,2706
H16280,1 Bed,619.0,2,1,1,1,1,0,1,0,1,0,0.0,1,0,104.06,2455
H16281,1 Bed,713.0,3,1,0,1,0,1,1,0,1,0,0.0,0,1,143.16,3547
H16282,1 Bed,654.0,2,1,0,0,1,1,0,1,0,0,0.0,1,0,76.05,1745
H16283,3+ Beds,1249.0,7,1,0,1,1,0,0,0,0,0,0.0,0,0,114.96,2759
H16284,1 Bed,665.0,1,1,1,1,1,0,1,0,0,0,0.0,1,0,100.46,2354
H16285,Studio,408.0,2,1,0,1,1,0,1,1,0,1,0.0,0,0,115.92,2786
H16286,3+ Beds,1193.0,7,1,1,0,1,0,0,0,0,1,0.0,1,1,179.09,4551
H16287,2 Beds,893.0,5,0,1,0,1,1,1,0,0,0,0.0,0,0,127.25,3103
H16288,1 Bed,632.0,3,1,0,0,1,0,1,1,0,0,0.0,0,1,156.34,3915
H16289,1 Bed,687.0,3,1,1,1,1,1,1,1,0,0,1.0,1,0,181.97,4631
H16290,1 Bed,677.0,1,1,0,1,1,1,0,0,1,0,0.0,0,0,66.88,1517
H16291,3+ Beds,1187.0,4,1,1,1,0,1,1,0,0,0,0.0,1,1,180.6,4593
H16292,3+ Beds,1220.0,7,1,0,0,1,1,1,1,1,1,1.0,0,0,229.61,5962
H16293,Studio,415.0,1,1,1,1,1,0,0,0,1,0,1.0,0,0,67.66,1537
H16294,1 Bed,631.0,2,1,0,1,1,0,0,1,0,1,0.0,0,0,70.73,1613
H16295,1 Bed,703.0,2,1,0,1,1,0,1,1,0,0,1.0,1,1,199.54,5122
H16296,2 Beds,944.0,5,1,0,1,1,0,0,0,0,0,0.0,1,1,132.2,3241
H16297,3+ Beds,1237.0,4,1,1,1,1,0,0,0,1,0,0.0,0,0,108.82,2588
H16298,3+ Beds,1265.0,7,1,1,1,0,1,0,1,0,0,0.0,0,0,155.54,3893
H16299,3+ Beds,1202.0,5,1,1,1,1,0,0,1,0,1,0.0,1,1,156.68,3925
H16300,2 Beds,890.0,5,1,1,1,1,0,0,0,1,1,0.0,0,0,113.03,2705
H16301,2 Beds,912.0,2,1,0,0,1,1,0,1,0,0,0.0,0,0,95.02,2217
H16302,3+ Beds,1242.0,4,1,0,1,1,1,1,1,0,1,0.0,1,0,174.67,4427
H16303,2 Beds,958.0,5,1,0,1,1,0,1,0,0,0,1.0,0,0,223.69,5796
H16304,1 Bed,652.0,3,1,1,1,1,0,0,0,0,1,1.0,0,0,158.44,3974
H16305,3+ Beds,1199.0,4,1,0,1,1,1,1,0,0,1,0.0,0,0,147.55,3670
H16306,2 Beds,,2,1,1,1,1,0,1,0,0,0,0.0,1,0,141.87,3511
H16307,1 Bed,674.0,1,1,1,1,1,1,1,1,0,0,0.0,0,0,128.65,3142
H16308,Studio,460.0,2,1,1,1,1,1,0,0,0,0,0.0,1,0,73.45,1681
H16309,2 Beds,872.0,5,1,0,1,0,0,0,1,0,0,0.0,0,0,97.6,2282
H16310,Studio,445.0,1,1,1,0,1,1,0,1,0,0,1.0,1,0,109.94,2619
H16311,2 Beds,906.0,2,1,1,1,1,1,1,0,0,0,0.0,1,0,157.44,3946
H16312,2 Beds,910.0,2,1,1,1,1,0,1,0,0,0,0.0,0,0,127.35,3105
H16313,1 Bed,652.0,1,1,0,1,1,1,0,0,0,0,0.0,0,0,51.73,1140
H16314,3+ Beds,1244.0,4,1,1,1,0,1,0,0,0,0,,1,0,122.81,2978
H16315,2 Beds,906.0,4,1,1,1,0,1,1,0,0,1,0.0,1,0,172.0,4353
H16316,3+ Beds,1192.0,4,0,1,1,1,1,0,0,0,0,0.0,1,0,113.52,2719
H16317,3+ Beds,1188.0,7,1,0,1,1,0,0,0,0,0,0.0,1,0,155.22,3884
H16318,Studio,465.0,1,1,0,0,1,0,1,0,0,0,0.0,1,0,76.66,1761
H16319,1 Bed,672.0,2,1,1,1,1,0,1,0,1,1,0.0,0,0,133.57,3279
H16320,3+ Beds,1224.0,5,1,0,1,0,1,0,0,1,0,0.0,0,0,103.13,2429
H16321,2 Beds,923.0,5,1,1,1,1,0,1,1,0,0,0.0,0,0,146.06,3628
H16322,Studio,431.0,1,1,1,0,1,0,0,0,0,0,0.0,0,0,23.94,478
H16323,2 Beds,951.0,4,1,0,1,1,0,0,0,0,0,0.0,0,1,117.18,2821
H16324,1 Bed,607.0,3,1,1,1,0,1,0,1,0,1,0.0,0,0,106.54,2524
H16325,1 Bed,567.0,2,1,0,1,0,0,1,1,0,0,0.0,1,0,91.95,2141
H16326,Studio,479.0,2,1,1,1,1,0,1,1,0,1,0.0,1,0,89.34,2076
H16327,2 Beds,929.0,2,1,1,0,1,1,1,0,0,0,0.0,1,0,139.86,3455
H16328,3+ Beds,1170.0,6,1,1,0,0,0,0,0,0,1,0.0,0,0,108.37,2575
H16329,1 Bed,632.0,2,1,1,0,1,1,1,1,1,0,1.0,0,0,206.94,5328
H16330,1 Bed,688.0,2,1,1,1,1,1,0,0,0,0,0.0,1,0,67.16,1524
H16331,3+ Beds,1239.0,4,1,0,1,1,1,0,0,0,1,1.0,1,0,206.22,5308
H16332,2 Beds,877.0,2,1,1,1,1,1,0,0,0,1,1.0,1,1,214.21,5532
H16333,3+ Beds,1175.0,4,1,1,1,1,1,1,0,0,0,0.0,1,0,149.45,3723
H16334,3+ Beds,1222.0,7,1,1,0,1,1,1,1,0,0,0.0,0,0,156.81,3928
H16335,1 Bed,703.0,1,1,1,0,1,1,1,1,0,0,0.0,1,0,104.46,2466
H16336,2 Beds,987.0,3,1,1,1,0,1,0,0,0,1,0.0,1,0,110.78,2642
